Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Education,Top Education Level,Top Education Rate,Sample Job Titles,Job Description,exposure_filter,necessity_filter,elasticity_filter,ai_category,role_resilience_score,final_ranking,key_drivers,altpath url,altpath simple title,Emerging Job Titles
5,19-1013.00,Soil and Plant Scientists,Y,https://www.onetonline.org/link/summary/19-1013.00,"$34.33 hourly, $71,410 annual",Faster than average (5% to 6%),5.4,"1,700",29% Master’s degree | 24% Bachelor’s degree,Master's degree,29%,"Agronomist, Agronomy Research Manager, Agronomy Specialist, Crop Nutrition Scientist, Extension Specialist, Microbiology Soil Scientist, On-Site Soil Evaluator, Research Soil Scientist, Soil Fertility Extension Specialist, Soil Scientist","Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",3.0,2.53,3,Less Immediate Change,2.41,0.483,"Soil and plant scientists do much of their work outdoors in unpredictable field conditions—collecting soil samples, inspecting crop health, and assessing how different environments affect plant growth. This hands-on, location-dependent work is difficult for AI to replicate because it requires adapting to variable terrain, weather, and biological complexity in real time. Growing concerns about food security, sustainable agriculture, and climate change are also driving faster-than-average demand for professionals who can combine fieldwork with scientific judgment.",https://altpath.org/discover/co64e5vm7lw4kz985tp4pevr,Soil and Plant Scientist,
4,17-2199.11,Solar Energy Systems Engineers,Y,https://www.onetonline.org/link/summary/17-2199.11,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),,"9,300",56% Bachelor’s degree | 11% Post-secondary certificate,Bachelor's degree,56%,"Consulting Engineer, Distributed Energy Systems Consultant, Energy Systems Laboratory Director, Engineering Vice President, Field Engineer, Power Systems Engineer, Renewable Energy Division Manager, Research Engineer, Solar Engineer","Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",3.0,2.26,4,Less Immediate Change,2.41,0.483,"Solar energy systems engineers do hands-on, site-specific work that's hard for AI to replicate—they visit homes, businesses, and industrial sites to evaluate unique structural conditions, local climate factors, and building requirements before designing customized solar systems. This role demands physical presence, professional judgment, and the ability to navigate unpredictable real-world environments, all of which resist straightforward automation. While growth in this field is slower than average, the specialized blend of engineering expertise and on-site problem-solving keeps this job relatively protected from near-term AI disruption.",https://altpath.org/discover/qmd5flrk0b93bz44uuxcft2k,Solar Energy Systems Engineer,
4,25-2056.00,"Special Education Teachers, Elementary School",Y,https://www.onetonline.org/link/summary/25-2056.00,"$63,000 annual",Decline (-1% or lower),,"15,400",51% Bachelor’s degree | 38% Master’s degree,Bachelor's degree,51%,"Deaf and Hard of Hearing Teacher (DHH Teacher), Emotional Disabilities Teacher, Hearing Impaired Itinerant Teacher (HI Itinerant Teacher), Learning Support Teacher, Resource Program Teacher, Severe Emotional Disorders Elementary Teacher (SED Elementary Teacher), Special Educator, SPED Inclusion Teacher (Special Education Inclusion Teacher), SPED Resource Teacher (Special Education Resource Teacher), SPED Teacher (Special Education Teacher)","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",2.8,4.23,2,Less Immediate Change,2.41,0.483,"Special education teachers at the elementary level do work that is extremely hard to automate because it centers on building deep, trusting relationships with young children who have unique emotional, physical, and cognitive needs. Every student requires highly individualized attention—adapting lessons in real time, managing behavioral challenges, and collaborating closely with families and therapists—tasks that demand human empathy, patience, and judgment in unpredictable classroom environments. The projected slight decline in employment reflects demographic and budget trends rather than any AI displacement of these deeply personal, hands-on roles.",https://altpath.org/discover/og2o044r9k53rocgq97k480c,Elementary Special Education Teacher,
4,25-2055.00,"Special Education Teachers, Kindergarten",Y,https://www.onetonline.org/link/summary/25-2055.00,"$63,000 annual",Decline (-1% or lower),,"15,400",Bachelor's degree,Bachelor's degree,,"Emotional Disabilities Teacher, Hearing Impaired Itinerant Teacher (HI Itinerant Teacher), Learning Support Teacher, Resource Program Teacher, Special Education Inclusion Teacher, Special Education Resource Teacher","Teach academic, social, and life skills to kindergarten students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",2.8,4.23,2,Less Immediate Change,2.41,0.483,"Special education teachers for kindergarten work closely with very young children who have unique learning, emotional, and physical needs, requiring deep personal relationships, patience, and constant hands-on support that AI cannot replicate. The job demands real-time judgment to adapt teaching strategies, manage behaviors, and collaborate with families and specialists in unpredictable classroom settings. While the role is well-protected from automation due to these deeply human and physical demands, the projected employment decline likely reflects broader demographic and policy shifts rather than any technology-driven displacement.",https://altpath.org/discover/zdeyylfg4g39p0pepfnixtis,Kindergarten Special Education Teacher,
4,15-2051.01,Business Intelligence Analysts,Y,https://www.onetonline.org/link/summary/15-2051.01,"$54.13 hourly, $112,590 annual",Much faster than average (7% or higher),,"23,400",68% Bachelor’s degree | 23% Master’s degree,Bachelor's degree,68%,"Business Analyst, Business Intelligence Analyst (BI Analyst), Business Intelligence Consultant (BI Consultant), Business Intelligence Coordinator (BI Coordinator), Business Intelligence Specialist (BI Specialist), Competitive Intelligence Analyst, Intelligence Analyst, Market Intelligence Analyst, Market Intelligence Consultant, Strategic Business and Technology Intelligence Consultant",Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.,3.8,1.6,5,Grow with AI,2.41,0.482,"When AI makes it faster and cheaper to query databases and generate reports, companies don't just do the same amount of analysis with fewer people—they ask far more questions, explore more markets, and demand insights across every department. That explosion in demand means more analyst roles, not fewer. With AI handling repetitive data pulls and routine reporting, analysts spend their freed-up time on higher-value work: interpreting trends in context, navigating stakeholder needs, and translating complex findings into business strategy. BLS projections reflect this strong, growing demand.",https://altpath.org/discover/t3e613q9ohmr73bujhf88usi,Business Intelligence Analyst,
2,33-1012.00,First-Line Supervisors of Police and Detectives,Y,https://www.onetonline.org/link/summary/33-1012.00,"$50.95 hourly, $105,980 annual",Average (3% to 4%),2.9,"10,900","56% High school diploma or equivalent | 20% Some college, no degree",High school diploma or equivalent,56%,"Chief of Police, Detective Sergeant, Lieutenant, Patrol Sergeant, Police Captain, Police Chief, Police Lieutenant, Police Sergeant, Sergeant, Shift Supervisor",Directly supervise and coordinate activities of members of police force.,2.8,3.82,1,Less Immediate Change,2.41,0.482,"Supervising police officers requires constant human judgment in unpredictable, high-stakes situations—from managing emergency responses to mentoring team members and handling sensitive community interactions. These leaders must build trust, resolve conflicts, and make split-second ethical decisions that AI cannot reliably handle. The role also involves navigating complex interpersonal dynamics within a team and with the public, making it difficult to automate. Steady job growth reflects ongoing demand for experienced law enforcement leadership in communities across the country.",https://altpath.org/discover/omdb70wug2zwloz45dg4q9as,Police Supervisor,
5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1124.00,"$77,010 annual",Little or no change,-0.2,"1,900",73% Doctoral degree | 18% Master’s degree,Doctoral degree,73%,"Assistant Professor of Spanish, English Professor, French Professor, German Professor, Instructor, Instructor of Spanish, Modern Languages Professor, Professor, Spanish Instructor, Spanish Professor",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,3.2,3.09,3,Will Evolve,2.41,0.482,"AI translation tools and language-learning apps can already handle vocabulary drills, grammar exercises, and basic conversation practice, reshaping much of what these professors do day to day. However, the role endures because teaching a language and its literature depends heavily on trust-based mentorship, culturally nuanced creative interpretation, and the kind of meaningful human exchange that genuinely transforms both student and teacher. While overall job numbers are expected to hold roughly steady, professors will increasingly shift their energy toward deeper cultural discussion, literary analysis reflecting a personal scholarly perspective, and guiding students through the subtleties that machines can't authentically model.",https://altpath.org/discover/f39tskr2e01050j7tfjjmu2z,Postsecondary Foreign Language Teacher,
3,17-3029.08,Photonics Technicians,Y,https://www.onetonline.org/link/summary/17-3029.08,"$37.21 hourly, $77,390 annual",Slower than average (1% to 2%),,"5,700",41% Associate’s degree | 27% High school diploma or equivalent,Associate's degree,41%,"Coating Manager, Engineering Technician (Engineering Tech), Engineering Technologist, Fiber Optics Technician, Laser Technician, Lead Technician, Optomechanical Technician, Photonic Laboratory Technician (Photonic Lab Tech), Photonics Technician, Ruling Technician","Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.",3.2,2.4,4,Grow with AI,2.41,0.482,"Photonics technicians work hands-on with delicate optical and fiber optic equipment, performing precise physical tasks like aligning lasers, installing mirrors, and testing components in varied real-world environments. AI tools can actually boost their productivity by improving diagnostics, automating data analysis from spectrometers, and streamlining quality testing—allowing technicians to handle more complex work faster. As industries like telecommunications, medical devices, and advanced manufacturing increasingly rely on photonic technologies, AI-driven innovation expands demand for skilled technicians who can build, maintain, and troubleshoot these sophisticated systems.",https://altpath.org/discover/de70q0tzg3ytym4partbdntf,Photonics Technician,
5,25-2059.01,Adapted Physical Education Specialists,Y,https://www.onetonline.org/link/summary/25-2059.01,"$67,430 annual",Slower than average (1% to 2%),,"2,900",38% Bachelor’s degree | 33% Post-baccalaureate certificate,Bachelor's degree,38%,"Adapted Physical Education or Adapted Physical Activity Specialist, Adapted Physical Education Specialist, Adapted Physical Education Specialist-Workshop Leader, Adapted Physical Education Teacher, Certified Adapted Physical Educator, Physical Education Teacher","Provide individualized physical education instruction or services to children, youth, or adults with exceptional physical needs due to gross motor developmental delays or other impairments.",2.6,4.23,1,Less Immediate Change,2.4,0.481,"Adapted physical education specialists work hands-on with individuals who have unique physical needs, requiring constant real-time assessment of movement, balance, and motor skills in unpredictable physical environments. The role depends heavily on building trust and personal relationships with students, families, and care teams, and on physically guiding or supporting learners through exercises tailored to their specific disabilities. These deeply personal, physical, and emotionally nuanced demands make the job very difficult for AI to replicate, even as growth in the field remains modest.",https://altpath.org/discover/nnpmf9c12zb1bpeg62b7doed,Physical Education Specialist,
3,13-1041.06,Coroners,Y,https://www.onetonline.org/link/summary/13-1041.06,"$37.70 hourly, $78,420 annual",Average (3% to 4%),,"33,300",35% Bachelor’s degree | 15% Associate’s degree,Bachelor's degree,35%,"Chief Deputy Coroner, Coroner, Coroner/Medical Examiner, County Coroner, Deputy Coroner, District Medical Examiner, Elected County Coroner/Chief Medical Examiner, Forensic Pathologist, Medical Examiner, Medical Legal Investigator (MLI)","Direct activities such as autopsies, pathological and toxicological analyses, and inquests relating to the investigation of deaths occurring within a legal jurisdiction to determine cause of death or to fix responsibility for accidental, violent, or unexplained deaths.",3.0,3.96,1,Less Immediate Change,2.41,0.481,"Coroners work in unpredictable, real-world environments where they must physically examine remains, visit death scenes, and make complex legal and medical judgments that carry serious consequences. Their role requires hands-on investigation, collaboration with law enforcement, and the authority to make official rulings—responsibilities that demand human accountability and cannot be delegated to software. While AI may eventually help with tasks like analyzing toxicology results, the combination of physical fieldwork, legal decision-making, and sensitive interactions with families makes this job difficult to automate.",https://altpath.org/discover/onp0f1unyowmpcodxm0jhi8k,Coroner,
3,31-9097.00,Phlebotomists,Y,https://www.onetonline.org/link/summary/31-9097.00,"$20.99 hourly, $43,660 annual",Faster than average (5% to 6%),5.6,"18,400",45% Post-secondary certificate | 32% High school diploma or equivalent,Post-secondary certificate,45%,"Lab Asst, Patient Service Technician PST, Phlebotomist, Phlebotomist Supervisor/Instructor, Phlebotomist, Medical Lab Assistant, Phlebotomy Director, Phlebotomy Program Coordinator, Phlebotomy Supervisor, Registered Phlebotomist-Part Time","Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",3.4,2.58,3,Will Evolve,2.41,0.481,"Phlebotomists work hands-on with patients in unpredictable physical settings, requiring a gentle touch, clear communication, and the ability to calm nervous or distressed individuals—skills that AI cannot replicate. However, AI will reshape daily tasks by streamlining patient identification, automating lab tracking, and optimizing scheduling. Demand for blood draws is expected to grow faster than average due to an aging population and expanding diagnostic needs, so while the role will evolve with new technology, the core human connection and physical skill remain essential.",https://altpath.org/discover/uo59w589g0xroji8slbjizda,Phlebotomist,
4,13-1199.04,Business Continuity Planners,Y,https://www.onetonline.org/link/summary/13-1199.04,"$39.07 hourly, $81,270 annual",Average (3% to 4%),,"108,200",48% Bachelor’s degree | 17% Post-baccalaureate certificate,Bachelor's degree,48%,"Business Continuity Administrator, Business Continuity Analyst, Business Continuity and Crisis Management Director, Business Continuity and Disaster Recovery Consultant, Business Continuity Consultant, Business Continuity Coordinator, Business Continuity Manager, Business Continuity Planning Manager, Business Continuity Professional, Enterprise Resiliency Manager","Develop, maintain, or implement business continuity and disaster recovery strategies and solutions, including risk assessments, business impact analyses, strategy selection, and documentation of business continuity and disaster recovery procedures. Plan, conduct, and debrief regular mock-disaster exercises to test the adequacy of existing plans and strategies, updating procedures and plans regularly. Act as a coordinator for continuity efforts after a disruption event.",2.8,2.33,3,Less Immediate Change,2.4,0.48,"Business continuity planners are relatively sheltered from immediate AI automation because their work depends heavily on navigating unpredictable, high-stakes situations that require human judgment, relationship-building, and coordination across many teams. They must assess unique organizational risks, lead live disaster exercises, and make real-time decisions during actual crises—tasks that demand trust, leadership, and the ability to adapt to chaotic, rapidly changing environments. While AI tools may help with data analysis and documentation, the core strategic and interpersonal demands of this role keep it firmly in human hands.",https://altpath.org/discover/ldc6mfbuoi4lu28lk3gi8exv,Business Continuity Planner,
5,11-9032.00,"Education Administrators, Kindergarten through Secondary",Y,https://www.onetonline.org/link/summary/11-9032.00,"$104,070 annual",Decline (-1% or lower),-1.5,"20,800",61% Master’s degree | 24% Bachelor’s degree,Master's degree,61%,"Athletic Director, Elementary Principal, High School Principal, Middle School Principal, Principal, School Administrator, School Superintendent, Special Education Director, Superintendent, Vice Principal","Plan, direct, or coordinate the academic, administrative, or auxiliary activities of public or private elementary or secondary level schools.",3.0,3.68,2,Less Immediate Change,2.4,0.48,"School administrators spend most of their time managing complex relationships—working with teachers, parents, students, and community members—making decisions that require empathy, judgment, and deep understanding of local needs. Leading a school also involves handling unpredictable situations, from student safety concerns to staffing challenges, where human leadership is essential. While AI may help with scheduling or data analysis, the core of the role—building trust, navigating sensitive issues, and shaping school culture—remains very difficult to automate, even as overall demand for these positions is expected to decline slightly.",https://altpath.org/discover/uzsmro8ccwez9csx1c4bsxoi,Education Administrator,
3,19-4092.00,Forensic Science Technicians,Y,https://www.onetonline.org/link/summary/19-4092.00,"$32.42 hourly, $67,440 annual",Much faster than average (7% or higher),12.8,"2,900",36% Post-secondary certificate | 29% High school diploma or equivalent,Post-secondary certificate,36%,"Crime Laboratory Analyst, Crime Scene Analyst, Crime Scene Technician (Crime Scene Tech), CSI (Crime Scene Investigator), Evidence Technician, Forensic Science Examiner, Forensic Scientist, Forensic Specialist, Latent Fingerprint Examiner, Latent Print Examiner","Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",3.4,3.23,2,Will Evolve,2.4,0.48,"Forensic science technicians will still be essential because their work requires careful hands-on evidence collection at unpredictable crime scenes, expert judgment in interpreting results, and the ability to testify credibly in court—tasks that demand human accountability and critical thinking. However, AI will reshape daily work by speeding up pattern matching in areas like fingerprint analysis, DNA profiling, and ballistics comparison, letting technicians handle more cases efficiently. Strong job growth is expected as demand for scientific expertise in criminal justice continues to rise.",https://altpath.org/discover/u06evvz28eporsxy0zxfim4q,Forensic Science Technician,
3,49-9041.00,Industrial Machinery Mechanics,Y,https://www.onetonline.org/link/summary/49-9041.00,"$30.65 hourly, $63,760 annual",Much faster than average (7% or higher),16.1,"45,700",47% Post-secondary certificate | 39% High school diploma or equivalent,Post-secondary certificate,47%,"Fixer, Industrial Machinery Mechanic, Industrial Mechanic, Loom Fixer, Machine Adjuster, Maintenance Mechanic, Maintenance Technician, Master Mechanic, Mechanic, Overhauler","Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems.",2.8,2.67,2,Less Immediate Change,2.4,0.48,"Industrial machinery mechanics work hands-on in unpredictable factory and plant environments, diagnosing problems by sight, sound, and touch across many different types of equipment. Each repair situation can be unique, requiring physical dexterity, on-the-spot problem-solving, and the ability to navigate tight or hazardous spaces—tasks that robots and AI still struggle to handle. With strong projected job growth driven by ongoing demand for manufacturing and infrastructure maintenance, this career offers solid stability because it relies on skills that are very difficult to automate.",https://altpath.org/discover/prwklhp568rlo0lel3wccx2j,Industrial Machinery Mechanic,
5,25-1032.00,"Engineering Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1032.00,"$106,120 annual",Much faster than average (7% or higher),8.1,"4,100",Master's degree,Master's degree,,"Adjunct Professor, Assistant Professor, Associate Professor, Chemical Engineering Professor, Electrical Engineering Professor, Engineering Instructor, Engineering Professor, Instructor, Mechanical Engineering Professor, Professor","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",3.2,3.18,2,Will Evolve,2.39,0.479,"Engineering professors will continue to be essential because teaching complex problem-solving, mentoring students, leading hands-on labs, and conducting original research all require deep human expertise and personal interaction. However, AI will reshape their daily work significantly—automating grading, personalizing coursework, simulating engineering scenarios, and accelerating research analysis. Strong demand for engineers across industries, combined with growing college enrollment, is driving much faster than average job growth, ensuring these positions remain plentiful even as the tools and methods professors use evolve considerably.",https://altpath.org/discover/mb4jhwat07pivoaryfi4zpql,Postsecondary Engineering Teacher,
5,15-2031.00,Operations Research Analysts,Y,https://www.onetonline.org/link/summary/15-2031.00,"$43.89 hourly, $91,290 annual",Much faster than average (7% or higher),21.5,"9,600",43% Master’s degree | 33% Bachelor’s degree,Master's degree,43%,"Advanced Analytics Associate, Analytical Strategist, Business Analytics Director, Business Insight and Analytics Manager, Decision Analyst, Operations Research Analyst, Operations Research Director, Operations Research Group Manager, Operations Research Manager, Optimization Analyst","Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decision making, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, service, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",3.4,1.6,4,Grow with AI,2.39,0.479,"Operations research analysts are well-positioned to grow alongside AI because the same tools that automate routine calculations also let these professionals tackle bigger, more complex problems. AI and machine learning dramatically expand the volume of data and scenarios analysts can explore, making their optimization skills even more valuable to organizations seeking a competitive edge. With demand already growing much faster than average, businesses increasingly need people who can bridge advanced analytical tools and real-world strategic decisions.",https://altpath.org/discover/efw1wgslg24br0xqlssrrg43,Operations Research Analyst,
2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Y,https://www.onetonline.org/link/summary/49-3053.00,"$22.38 hourly, $46,560 annual",Average (3% to 4%),2.5,"3,500","48% High school diploma or equivalent | 27% Some college, no degree",High school diploma or equivalent,48%,"Chainsaw Technician, Golf Cart Mechanic, Lawnmower Repair Mechanic, Mechanic, Outdoor Power Equipment Service Technician, Service Technician (Service Tech), Shop Mechanic, Small Engine Mechanic, Small Engine Technician","Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment.",3.0,2.58,3,Less Immediate Change,2.4,0.479,"This job is hard to automate because it's deeply hands-on work performed in unpredictable settings — mechanics physically handle a wide variety of engines, diagnose problems by sight, sound, and touch, and make real-time repair decisions that require manual dexterity and practical experience. Every piece of equipment can present unique issues depending on its age, condition, and use, making it difficult for AI or robots to replace the judgment and adaptability a skilled mechanic brings. Job growth is expected to remain steady as demand for equipment maintenance continues.",https://altpath.org/discover/qs5mw2t5lsonzjv9c9hnji0n,Power Equipment Mechanic,
5,29-1224.00,Radiologists,Y,https://www.onetonline.org/link/summary/29-1224.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),2.7,800,58% Post-doctoral training | 28% Doctoral degree,Post-doctoral training,58%,"Attending Physician, Diagnostic Radiologist, Interventional Neuroradiologist, Interventional Radiologist, Musculoskeletal Specialty Radiologist (MSK Specialty Radiologist), Neuroradiologist, Nuclear Medicine Physician, Nuclear Medicine Specialist, Physician, Radiologist","Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",3.4,2.88,3,Will Evolve,2.39,0.479,"Radiologists will continue to be essential because interpreting complex medical images often requires deep clinical judgment, consultation with other doctors, and direct decision-making about patient care. However, AI is already reshaping daily tasks by helping to flag abnormalities, prioritize urgent cases, and speed up routine readings, which means radiologists will increasingly focus on the harder cases and procedural work that require human expertise. Steady demand driven by an aging population and growing need for imaging services helps support the profession even as AI changes how the work gets done.",https://altpath.org/discover/r81gjx3atv3xi331i3mba6as,Radiologist,
3,27-2031.00,Dancers,Y,https://www.onetonline.org/link/summary/27-2031.00,$23.97 hourly,Faster than average (5% to 6%),4.5,"1,800",45% High school diploma or equivalent | 34% Less than high school diploma,High school diploma or equivalent,45%,"Ballerina, Ballet Company Member, Ballet Dancer, Ballet Soloist, Belly Dancer, Company Dancer, Dance Artist, Dancer, Performing Artist, Soloist Dancer","Perform dances. May perform on stage, for on-air broadcasting, or for video recording.",2.4,2.88,2,Less Immediate Change,2.39,0.478,"Dancing is fundamentally a physical art form that requires a real human body moving through space with precision, emotion, and creativity. AI cannot replicate the live physical presence, athleticism, and expressive connection that audiences expect from dancers on stage or in recordings. While technology may influence choreography tools or visual effects in productions, the core job depends on genuine human movement and artistic interpretation, making it difficult to automate. Job growth is expected to be faster than average, reflecting continued audience demand for live and recorded performance.",https://altpath.org/discover/q9s1hgi5uxgnr27pyyijpnom,Dancer,
3,33-2011.00,Firefighters,Y,https://www.onetonline.org/link/summary/33-2011.00,"$28.62 hourly, $59,530 annual",Average (3% to 4%),3.4,"27,100",36% High school diploma or equivalent | 25% Post-secondary certificate,High school diploma or equivalent,36%,"Fire Engineer, Fire Equipment Operator, Fire Fighter, Fire Management Specialist, Fire Technician (Fire Tech), Firefighter, Forest Fire Suppression Specialist, Forestry Fire Technician (Forestry Fire Tech), Hot Shot, Wildland Firefighter","Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",2.6,3.58,1,Less Immediate Change,2.39,0.478,"Firefighting is very difficult to automate because it demands intense physical work in dangerous, unpredictable environments like burning buildings, car accidents, and natural disasters. Every emergency is different, requiring split-second decisions, teamwork, and hands-on skills like rescuing people or operating heavy equipment—tasks that robots and AI currently cannot handle reliably. The job also involves comforting victims and coordinating with communities, adding a strong human element that technology cannot replace.",https://altpath.org/discover/vaquqysykcahj9piy3xozciq,Firefighter,
4,41-3021.00,Insurance Sales Agents,Y,https://www.onetonline.org/link/summary/41-3021.00,"$29.02 hourly, $60,370 annual",Average (3% to 4%),3.7,"47,000",Bachelor's degree,Bachelor's degree,,"Account Executive, Account Manager, Accounts Executive, Insurance Agent, Insurance Broker, Insurance Sales Agent, Sales Agent, Sales Associate, Sales Representative, Underwriting Sales Representative","Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company.",3.8,2.79,3,Will Evolve,2.39,0.478,"Insurance sales agents will continue to be needed because people value personal trust and guidance when making important financial decisions about protecting their families, health, and property. However, AI is already reshaping daily tasks—automating quote comparisons, streamlining paperwork, and using data to identify potential customers—which means agents will spend less time on routine work and more time building relationships and explaining complex policies. Steady demand from population growth and evolving insurance needs should keep job growth on track even as the role shifts.",https://altpath.org/discover/e9m54pnk03ixp7t4pnc535cz,Insurance Sales Agent,Insurance Agent; Health Insurance Agent; Property and Casualty Insurance Agent; Life Insurance Agent; Insurance Customer Service Representative
4,13-2051.00,Financial and Investment Analysts,Y,https://www.onetonline.org/link/summary/13-2051.00,"$48.73 hourly, $101,350 annual",Faster than average (5% to 6%),5.7,"25,100",Bachelor's degree,Bachelor's degree,,"Analyst, Credit Products Officer, Equity Research Analyst, Financial Analyst, Investment Analyst, Planning Analyst, Portfolio Manager, Real Estate Analyst, Securities Analyst, Trust Officer",Conduct quantitative analyses of information affecting investment programs of public or private institutions.,3.6,1.91,4,Grow with AI,2.39,0.477,"When AI handles much of the heavy quantitative modeling and data gathering that financial analysts do today, each analyst can cover more investments and serve more clients—driving firms to expand their teams rather than shrink them. Faster, cheaper analysis also opens doors to advising smaller institutions and niche markets that previously couldn't afford dedicated coverage. Analysts use the freed-up time for interpreting ambiguous market signals, building client trust, and synthesizing complex context that AI alone can't reliably deliver. BLS projections confirm this faster-than-average growth trend.",https://altpath.org/discover/yk9i6zmb9w9b7l8bhki5aveq,Financial Analyst,Quantitative Analyst; Fixed Income Analyst; Valuation Analyst
3,29-2031.00,Cardiovascular Technologists and Technicians,Y,https://www.onetonline.org/link/summary/29-2031.00,"$32.34 hourly, $67,260 annual",Average (3% to 4%),3.0,"3,800",63% Associate’s degree | 13% Post-secondary certificate,Associate's degree,63%,"Cardiac Catheterization Laboratory Technologist, Cardiac Catheterization Technician, Cardiac Technician, Cardiology Technician, Cardiopulmonary Technician, Cardiovascular Technician, Cardiovascular Technologist (CVT), Electrocardiogram Technician (EKG Technician), Registered Cardiovascular Invasive Specialist (RCIS)","Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests. Includes vascular technologists.",3.6,2.84,3,Will Evolve,2.38,0.476,"Cardiovascular technologists and technicians still need to be physically present to position patients, operate imaging equipment, and assist during procedures like cardiac catheterizations—hands-on work that AI cannot replace. At the same time, AI is reshaping their daily tasks by helping interpret test results and manage diagnostic data, letting technicians focus more on patient interaction and equipment operation. With steady demand driven by an aging population, these roles will evolve as professionals increasingly oversee and work alongside AI-powered diagnostic tools rather than being replaced by them.",https://altpath.org/discover/vl96a6ggs3jrllu7vly0c8zs,Cardiovascular Technologist,
3,31-9099.01,Speech-Language Pathology Assistants,Y,https://www.onetonline.org/link/summary/31-9099.01,"$22.14 hourly, $46,050 annual",Average (3% to 4%),,"14,400",Associate's degree,Associate's degree,,"Assistant Speech-Language Pathologist, Communication Assistant, Speech - Language Pathology Assistant (SLPA), Speech and Language Assistant, Speech and Language Tutor, Speech Language Pathologist Assistant, Speech Language Pathology Assistant, Speech Pathologist Assistant, Speech Therapist Technician, Speech-Language Assistant","Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",3.4,2.75,3,Will Evolve,2.38,0.476,"Speech-language pathology assistants work closely with people—often children or patients recovering from injuries—building trust and providing hands-on support during therapy sessions. That human connection and the ability to adapt in real time to a patient's emotional and physical needs make this role difficult to fully automate. However, AI tools will likely reshape daily tasks by helping with progress tracking, generating activity plans, and monitoring communication devices more efficiently. Steady demand driven by growing awareness of speech disorders and an aging population should keep opportunities stable even as the work evolves.",https://altpath.org/discover/yugyvzunsav0fe0rjmsk3hra,Speech Pathology Assistant,
