Job Zone,Code,Occupation,Data-level,url
2,51-2022.00,Electrical and Electronic Equipment Assemblers,Y,https://www.onetonline.org/link/summary/51-2022.00
3,17-3012.00,Electrical and Electronics Drafters,Y,https://www.onetonline.org/link/summary/17-3012.00
3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Y,https://www.onetonline.org/link/summary/49-2093.00
3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Y,https://www.onetonline.org/link/summary/49-2094.00
3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Y,https://www.onetonline.org/link/summary/49-2095.00
4,17-2071.00,Electrical Engineers,Y,https://www.onetonline.org/link/summary/17-2071.00
2,49-9051.00,Electrical Power-Line Installers and Repairers,Y,https://www.onetonline.org/link/summary/49-9051.00
3,47-2111.00,Electricians,Y,https://www.onetonline.org/link/summary/47-2111.00
3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3024.00
2,51-2023.00,Electromechanical Equipment Assemblers,Y,https://www.onetonline.org/link/summary/51-2023.00
3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Y,https://www.onetonline.org/link/summary/49-2096.00
4,17-2072.00,"Electronics Engineers, Except Computer",Y,https://www.onetonline.org/link/summary/17-2072.00
4,25-2021.00,"Elementary School Teachers, Except Special Education",Y,https://www.onetonline.org/link/summary/25-2021.00
3,47-4021.00,Elevator and Escalator Installers and Repairers,Y,https://www.onetonline.org/link/summary/47-4021.00
3,43-4061.00,"Eligibility Interviewers, Government Programs",Y,https://www.onetonline.org/link/summary/43-4061.00
3,39-4011.00,Embalmers,Y,https://www.onetonline.org/link/summary/39-4011.00
4,11-9161.00,Emergency Management Directors,Y,https://www.onetonline.org/link/summary/11-9161.00
3,29-2042.00,Emergency Medical Technicians,Y,https://www.onetonline.org/link/summary/29-2042.00
5,29-1214.00,Emergency Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1214.00
2,31-9099.02,Endoscopy Technicians,Y,https://www.onetonline.org/link/summary/31-9099.02
3,47-4011.01,Energy Auditors,Y,https://www.onetonline.org/link/summary/47-4011.01
4,17-2199.03,"Energy Engineers, Except Wind and Solar",Y,https://www.onetonline.org/link/summary/17-2199.03
2,51-2031.00,Engine and Other Machine Assemblers,Y,https://www.onetonline.org/link/summary/51-2031.00
5,25-1032.00,"Engineering Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1032.00
n/a,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",,https://www.onetonline.org/link/summary/17-3029.00
n/a,17-2199.00,"Engineers, All Other",,https://www.onetonline.org/link/summary/17-2199.00
5,25-1123.00,"English Language and Literature Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1123.00
n/a,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",,https://www.onetonline.org/link/summary/27-2099.00
4,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Y,https://www.onetonline.org/link/summary/11-9072.00
n/a,39-3099.00,"Entertainment Attendants and Related Workers, All Other",,https://www.onetonline.org/link/summary/39-3099.00
4,13-1041.01,Environmental Compliance Inspectors,Y,https://www.onetonline.org/link/summary/13-1041.01
5,19-3011.01,Environmental Economists,Y,https://www.onetonline.org/link/summary/19-3011.01
4,17-3025.00,Environmental Engineering Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3025.00
4,17-2081.00,Environmental Engineers,Y,https://www.onetonline.org/link/summary/17-2081.00
5,19-2041.02,Environmental Restoration Planners,Y,https://www.onetonline.org/link/summary/19-2041.02
4,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Y,https://www.onetonline.org/link/summary/19-4042.00
5,25-1053.00,"Environmental Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1053.00
4,19-2041.00,"Environmental Scientists and Specialists, Including Health",Y,https://www.onetonline.org/link/summary/19-2041.00
5,19-1041.00,Epidemiologists,Y,https://www.onetonline.org/link/summary/19-1041.00
4,13-1041.03,Equal Opportunity Representatives and Officers,Y,https://www.onetonline.org/link/summary/13-1041.03
2,51-9194.00,Etchers and Engravers,Y,https://www.onetonline.org/link/summary/51-9194.00
2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Y,https://www.onetonline.org/link/summary/47-5022.00
3,43-6011.00,Executive Secretaries and Executive Administrative Assistants,Y,https://www.onetonline.org/link/summary/43-6011.00
4,29-1128.00,Exercise Physiologists,Y,https://www.onetonline.org/link/summary/29-1128.00
3,39-9031.00,Exercise Trainers and Group Fitness Instructors,Y,https://www.onetonline.org/link/summary/39-9031.00
2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",Y,https://www.onetonline.org/link/summary/47-5032.00
n/a,47-5099.00,"Extraction Workers, All Other",,https://www.onetonline.org/link/summary/47-5099.00
2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4021.00
2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Y,https://www.onetonline.org/link/summary/51-6091.00
2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-9041.00
3,51-6092.00,Fabric and Apparel Patternmakers,Y,https://www.onetonline.org/link/summary/51-6092.00
3,11-3013.00,Facilities Managers,Y,https://www.onetonline.org/link/summary/11-3013.00
1,45-4021.00,Fallers,Y,https://www.onetonline.org/link/summary/45-4021.00
5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1192.00
5,29-1215.00,Family Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1215.00
5,25-9021.00,Farm and Home Management Educators,Y,https://www.onetonline.org/link/summary/25-9021.00
3,49-3041.00,Farm Equipment Mechanics and Service Technicians,Y,https://www.onetonline.org/link/summary/49-3041.00
2,13-1074.00,Farm Labor Contractors,Y,https://www.onetonline.org/link/summary/13-1074.00
4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Y,https://www.onetonline.org/link/summary/11-9013.00
1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Y,https://www.onetonline.org/link/summary/45-2092.00
2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Y,https://www.onetonline.org/link/summary/45-2093.00
3,27-1022.00,Fashion Designers,Y,https://www.onetonline.org/link/summary/27-1022.00
1,35-3023.00,Fast Food and Counter Workers,Y,https://www.onetonline.org/link/summary/35-3023.00
2,47-4031.00,Fence Erectors,Y,https://www.onetonline.org/link/summary/47-4031.00
2,51-2051.00,Fiberglass Laminators and Fabricators,Y,https://www.onetonline.org/link/summary/51-2051.00
2,43-4071.00,File Clerks,Y,https://www.onetonline.org/link/summary/43-4071.00
4,27-4032.00,Film and Video Editors,Y,https://www.onetonline.org/link/summary/27-4032.00
4,13-2051.00,Financial and Investment Analysts,Y,https://www.onetonline.org/link/summary/13-2051.00
n/a,43-3099.00,"Financial Clerks, All Other",,https://www.onetonline.org/link/summary/43-3099.00
4,13-2061.00,Financial Examiners,Y,https://www.onetonline.org/link/summary/13-2061.00
4,11-3031.00,Financial Managers,Y,https://www.onetonline.org/link/summary/11-3031.00
5,13-2099.01,Financial Quantitative Analysts,Y,https://www.onetonline.org/link/summary/13-2099.01
4,13-2054.00,Financial Risk Specialists,Y,https://www.onetonline.org/link/summary/13-2054.00
n/a,13-2099.00,"Financial Specialists, All Other",,https://www.onetonline.org/link/summary/13-2099.00
3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Y,https://www.onetonline.org/link/summary/27-1013.00
3,33-2021.00,Fire Inspectors and Investigators,Y,https://www.onetonline.org/link/summary/33-2021.00
4,17-2111.02,Fire-Prevention and Protection Engineers,Y,https://www.onetonline.org/link/summary/17-2111.02
3,33-2011.00,Firefighters,Y,https://www.onetonline.org/link/summary/33-2011.00
n/a,55-2011.00,First-Line Supervisors of Air Crew Members,,https://www.onetonline.org/link/summary/55-2011.00
n/a,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,,https://www.onetonline.org/link/summary/55-2013.00
3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Y,https://www.onetonline.org/link/summary/47-1011.00
3,33-1011.00,First-Line Supervisors of Correctional Officers,Y,https://www.onetonline.org/link/summary/33-1011.00
2,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Y,https://www.onetonline.org/link/summary/39-1014.00
3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Y,https://www.onetonline.org/link/summary/45-1011.00
3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Y,https://www.onetonline.org/link/summary/33-1021.00
2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Y,https://www.onetonline.org/link/summary/35-1012.00
2,39-1013.00,First-Line Supervisors of Gambling Services Workers,Y,https://www.onetonline.org/link/summary/39-1013.00
2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Y,https://www.onetonline.org/link/summary/53-1042.00
2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Y,https://www.onetonline.org/link/summary/37-1011.00
3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Y,https://www.onetonline.org/link/summary/37-1012.00
3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Y,https://www.onetonline.org/link/summary/53-1043.00
3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Y,https://www.onetonline.org/link/summary/49-1011.00
4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Y,https://www.onetonline.org/link/summary/41-1012.00
3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Y,https://www.onetonline.org/link/summary/43-1011.00
3,53-1044.00,First-Line Supervisors of Passenger Attendants,Y,https://www.onetonline.org/link/summary/53-1044.00
3,39-1022.00,First-Line Supervisors of Personal Service Workers,Y,https://www.onetonline.org/link/summary/39-1022.00
2,33-1012.00,First-Line Supervisors of Police and Detectives,Y,https://www.onetonline.org/link/summary/33-1012.00
3,51-1011.00,First-Line Supervisors of Production and Operating Workers,Y,https://www.onetonline.org/link/summary/51-1011.00
n/a,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",,https://www.onetonline.org/link/summary/33-1099.00
2,41-1011.00,First-Line Supervisors of Retail Sales Workers,Y,https://www.onetonline.org/link/summary/41-1011.00
2,33-1091.00,First-Line Supervisors of Security Workers,Y,https://www.onetonline.org/link/summary/33-1091.00
n/a,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",,https://www.onetonline.org/link/summary/53-1049.00
n/a,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members,,https://www.onetonline.org/link/summary/55-2012.00
4,33-3031.00,Fish and Game Wardens,Y,https://www.onetonline.org/link/summary/33-3031.00
1,45-3031.00,Fishing and Hunting Workers,Y,https://www.onetonline.org/link/summary/45-3031.00
4,11-9179.01,Fitness and Wellness Coordinators,Y,https://www.onetonline.org/link/summary/11-9179.01
2,53-2031.00,Flight Attendants,Y,https://www.onetonline.org/link/summary/53-2031.00
2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Y,https://www.onetonline.org/link/summary/47-2042.00
1,47-2043.00,Floor Sanders and Finishers,Y,https://www.onetonline.org/link/summary/47-2043.00
2,27-1023.00,Floral Designers,Y,https://www.onetonline.org/link/summary/27-1023.00
2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Y,https://www.onetonline.org/link/summary/51-3091.00
2,51-3092.00,Food Batchmakers,Y,https://www.onetonline.org/link/summary/51-3092.00
2,51-3093.00,Food Cooking Machine Operators and Tenders,Y,https://www.onetonline.org/link/summary/51-3093.00
n/a,35-9099.00,"Food Preparation and Serving Related Workers, All Other",,https://www.onetonline.org/link/summary/35-9099.00
2,35-2021.00,Food Preparation Workers,Y,https://www.onetonline.org/link/summary/35-2021.00
n/a,51-3099.00,"Food Processing Workers, All Other",,https://www.onetonline.org/link/summary/51-3099.00
3,19-4013.00,Food Science Technicians,Y,https://www.onetonline.org/link/summary/19-4013.00
4,19-1012.00,Food Scientists and Technologists,Y,https://www.onetonline.org/link/summary/19-1012.00
2,35-3041.00,"Food Servers, Nonrestaurant",Y,https://www.onetonline.org/link/summary/35-3041.00
2,11-9051.00,Food Service Managers,Y,https://www.onetonline.org/link/summary/11-9051.00
5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1124.00
3,19-4092.00,Forensic Science Technicians,Y,https://www.onetonline.org/link/summary/19-4092.00
3,19-4071.00,Forest and Conservation Technicians,Y,https://www.onetonline.org/link/summary/19-4071.00
2,45-4011.00,Forest and Conservation Workers,Y,https://www.onetonline.org/link/summary/45-4011.00
3,33-2022.00,Forest Fire Inspectors and Prevention Specialists,Y,https://www.onetonline.org/link/summary/33-2022.00
4,19-1032.00,Foresters,Y,https://www.onetonline.org/link/summary/19-1032.00
5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1043.00
2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4022.00
2,51-4071.00,Foundry Mold and Coremakers,Y,https://www.onetonline.org/link/summary/51-4071.00
4,13-2099.04,"Fraud Examiners, Investigators and Analysts",Y,https://www.onetonline.org/link/summary/13-2099.04
2,43-5011.01,Freight Forwarders,Y,https://www.onetonline.org/link/summary/43-5011.01
4,17-2141.01,Fuel Cell Engineers,Y,https://www.onetonline.org/link/summary/17-2141.01
4,13-1131.00,Fundraisers,Y,https://www.onetonline.org/link/summary/13-1131.00
4,11-2033.00,Fundraising Managers,Y,https://www.onetonline.org/link/summary/11-2033.00
2,39-4021.00,Funeral Attendants,Y,https://www.onetonline.org/link/summary/39-4021.00
3,11-9171.00,Funeral Home Managers,Y,https://www.onetonline.org/link/summary/11-9171.00
2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Y,https://www.onetonline.org/link/summary/51-9051.00
2,51-7021.00,Furniture Finishers,Y,https://www.onetonline.org/link/summary/51-7021.00
2,39-3012.00,Gambling and Sports Book Writers and Runners,Y,https://www.onetonline.org/link/summary/39-3012.00
2,43-3041.00,Gambling Cage Workers,Y,https://www.onetonline.org/link/summary/43-3041.00
2,41-2012.00,Gambling Change Persons and Booth Cashiers,Y,https://www.onetonline.org/link/summary/41-2012.00
2,39-3011.00,Gambling Dealers,Y,https://www.onetonline.org/link/summary/39-3011.00
2,11-9071.00,Gambling Managers,Y,https://www.onetonline.org/link/summary/11-9071.00
n/a,39-3019.00,"Gambling Service Workers, All Other",,https://www.onetonline.org/link/summary/39-3019.00
2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Y,https://www.onetonline.org/link/summary/33-9031.00
2,53-7071.00,Gas Compressor and Gas Pumping Station Operators,Y,https://www.onetonline.org/link/summary/53-7071.00
2,51-8092.00,Gas Plant Operators,Y,https://www.onetonline.org/link/summary/51-8092.00
3,51-9071.06,Gem and Diamond Workers,Y,https://www.onetonline.org/link/summary/51-9071.06
4,11-1021.00,General and Operations Managers,Y,https://www.onetonline.org/link/summary/11-1021.00
5,29-1216.00,General Internal Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1216.00
5,29-9092.00,Genetic Counselors,Y,https://www.onetonline.org/link/summary/29-9092.00
5,19-1029.03,Geneticists,Y,https://www.onetonline.org/link/summary/19-1029.03
4,17-1022.01,Geodetic Surveyors,Y,https://www.onetonline.org/link/summary/17-1022.01
4,19-3092.00,Geographers,Y,https://www.onetonline.org/link/summary/19-3092.00
3,15-1299.02,Geographic Information Systems Technologists and Technicians,Y,https://www.onetonline.org/link/summary/15-1299.02
5,25-1064.00,"Geography Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1064.00
4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Y,https://www.onetonline.org/link/summary/19-4043.00
5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Y,https://www.onetonline.org/link/summary/19-2042.00
3,11-3051.02,Geothermal Production Managers,Y,https://www.onetonline.org/link/summary/11-3051.02
2,49-9099.01,Geothermal Technicians,Y,https://www.onetonline.org/link/summary/49-9099.01
2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Y,https://www.onetonline.org/link/summary/51-9195.04
2,47-2121.00,Glaziers,Y,https://www.onetonline.org/link/summary/47-2121.00
3,13-1041.04,Government Property Inspectors and Investigators,Y,https://www.onetonline.org/link/summary/13-1041.04
1,45-2041.00,"Graders and Sorters, Agricultural Products",Y,https://www.onetonline.org/link/summary/45-2041.00
4,27-1024.00,Graphic Designers,Y,https://www.onetonline.org/link/summary/27-1024.00
2,51-9022.00,"Grinding and Polishing Workers, Hand",Y,https://www.onetonline.org/link/summary/51-9022.00
2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4033.00
n/a,37-3019.00,"Grounds Maintenance Workers, All Other",,https://www.onetonline.org/link/summary/37-3019.00
3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Y,https://www.onetonline.org/link/summary/39-5012.00
3,47-4041.00,Hazardous Materials Removal Workers,Y,https://www.onetonline.org/link/summary/47-4041.00
4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Y,https://www.onetonline.org/link/summary/17-2111.00
4,21-1091.00,Health Education Specialists,Y,https://www.onetonline.org/link/summary/21-1091.00
5,15-1211.01,Health Informatics Specialists,Y,https://www.onetonline.org/link/summary/15-1211.01
3,29-9021.00,Health Information Technologists and Medical Registrars,Y,https://www.onetonline.org/link/summary/29-9021.00
5,25-1071.00,"Health Specialties Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1071.00
n/a,29-2099.00,"Health Technologists and Technicians, All Other",,https://www.onetonline.org/link/summary/29-2099.00
n/a,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",,https://www.onetonline.org/link/summary/29-1299.00
n/a,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",,https://www.onetonline.org/link/summary/29-9099.00
5,21-1022.00,Healthcare Social Workers,Y,https://www.onetonline.org/link/summary/21-1022.00
n/a,31-9099.00,"Healthcare Support Workers, All Other",,https://www.onetonline.org/link/summary/31-9099.00
3,29-2092.00,Hearing Aid Specialists,Y,https://www.onetonline.org/link/summary/29-2092.00
2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4191.00
3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Y,https://www.onetonline.org/link/summary/49-9021.00
2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Y,https://www.onetonline.org/link/summary/53-3032.00
n/a,47-3019.00,"Helpers, Construction Trades, All Other",,https://www.onetonline.org/link/summary/47-3019.00
2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Y,https://www.onetonline.org/link/summary/47-3011.00
2,47-3012.00,Helpers--Carpenters,Y,https://www.onetonline.org/link/summary/47-3012.00
2,47-3013.00,Helpers--Electricians,Y,https://www.onetonline.org/link/summary/47-3013.00
2,47-5081.00,Helpers--Extraction Workers,Y,https://www.onetonline.org/link/summary/47-5081.00
2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Y,https://www.onetonline.org/link/summary/49-9098.00
1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Y,https://www.onetonline.org/link/summary/47-3014.00
2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Y,https://www.onetonline.org/link/summary/47-3015.00
2,51-9198.00,Helpers--Production Workers,Y,https://www.onetonline.org/link/summary/51-9198.00
2,47-3016.00,Helpers--Roofers,Y,https://www.onetonline.org/link/summary/47-3016.00
2,47-4051.00,Highway Maintenance Workers,Y,https://www.onetonline.org/link/summary/47-4051.00
3,29-2012.01,Histology Technicians,Y,https://www.onetonline.org/link/summary/29-2012.01
5,19-3093.00,Historians,Y,https://www.onetonline.org/link/summary/19-3093.00
5,25-1125.00,"History Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1125.00
4,29-2011.04,Histotechnologists,Y,https://www.onetonline.org/link/summary/29-2011.04
2,53-7041.00,Hoist and Winch Operators,Y,https://www.onetonline.org/link/summary/53-7041.00
2,49-9031.00,Home Appliance Repairers,Y,https://www.onetonline.org/link/summary/49-9031.00
2,31-1121.00,Home Health Aides,Y,https://www.onetonline.org/link/summary/31-1121.00
5,29-1229.02,Hospitalists,Y,https://www.onetonline.org/link/summary/29-1229.02
1,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Y,https://www.onetonline.org/link/summary/35-9031.00
2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Y,https://www.onetonline.org/link/summary/43-4081.00
5,17-2112.01,Human Factors Engineers and Ergonomists,Y,https://www.onetonline.org/link/summary/17-2112.01
3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Y,https://www.onetonline.org/link/summary/43-4161.00
4,11-3121.00,Human Resources Managers,Y,https://www.onetonline.org/link/summary/11-3121.00
4,13-1071.00,Human Resources Specialists,Y,https://www.onetonline.org/link/summary/13-1071.00
3,51-8013.04,Hydroelectric Plant Technicians,Y,https://www.onetonline.org/link/summary/51-8013.04
3,11-3051.06,Hydroelectric Production Managers,Y,https://www.onetonline.org/link/summary/11-3051.06
3,19-4044.00,Hydrologic Technicians,Y,https://www.onetonline.org/link/summary/19-4044.00
5,19-2043.00,Hydrologists,Y,https://www.onetonline.org/link/summary/19-2043.00
5,19-2041.03,Industrial Ecologists,Y,https://www.onetonline.org/link/summary/19-2041.03
3,17-3026.00,Industrial Engineering Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3026.00
4,17-2112.00,Industrial Engineers,Y,https://www.onetonline.org/link/summary/17-2112.00
3,49-9041.00,Industrial Machinery Mechanics,Y,https://www.onetonline.org/link/summary/49-9041.00
4,11-3051.00,Industrial Production Managers,Y,https://www.onetonline.org/link/summary/11-3051.00
2,53-7051.00,Industrial Truck and Tractor Operators,Y,https://www.onetonline.org/link/summary/53-7051.00
5,19-3032.00,Industrial-Organizational Psychologists,Y,https://www.onetonline.org/link/summary/19-3032.00
n/a,55-3016.00,Infantry,,https://www.onetonline.org/link/summary/55-3016.00
n/a,55-1016.00,Infantry Officers,,https://www.onetonline.org/link/summary/55-1016.00
n/a,43-4199.00,"Information and Record Clerks, All Other",,https://www.onetonline.org/link/summary/43-4199.00
4,15-1212.00,Information Security Analysts,Y,https://www.onetonline.org/link/summary/15-1212.00
4,15-1299.05,Information Security Engineers,Y,https://www.onetonline.org/link/summary/15-1299.05
4,15-1299.09,Information Technology Project Managers,Y,https://www.onetonline.org/link/summary/15-1299.09
2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Y,https://www.onetonline.org/link/summary/51-9061.00
n/a,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",,https://www.onetonline.org/link/summary/49-9099.00
5,25-9031.00,Instructional Coordinators,Y,https://www.onetonline.org/link/summary/25-9031.00
2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Y,https://www.onetonline.org/link/summary/47-2131.00
2,47-2132.00,"Insulation Workers, Mechanical",Y,https://www.onetonline.org/link/summary/47-2132.00
3,13-1032.00,"Insurance Appraisers, Auto Damage",Y,https://www.onetonline.org/link/summary/13-1032.00
2,43-9041.00,Insurance Claims and Policy Processing Clerks,Y,https://www.onetonline.org/link/summary/43-9041.00
4,41-3021.00,Insurance Sales Agents,Y,https://www.onetonline.org/link/summary/41-3021.00
4,13-2053.00,Insurance Underwriters,Y,https://www.onetonline.org/link/summary/13-2053.00
4,33-3021.06,Intelligence Analysts,Y,https://www.onetonline.org/link/summary/33-3021.06
4,27-1025.00,Interior Designers,Y,https://www.onetonline.org/link/summary/27-1025.00
4,27-3091.00,Interpreters and Translators,Y,https://www.onetonline.org/link/summary/27-3091.00
3,43-4111.00,"Interviewers, Except Eligibility and Loan",Y,https://www.onetonline.org/link/summary/43-4111.00
5,11-3031.03,Investment Fund Managers,Y,https://www.onetonline.org/link/summary/11-3031.03
3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Y,https://www.onetonline.org/link/summary/37-2011.00
3,51-9071.00,Jewelers and Precious Stone and Metal Workers,Y,https://www.onetonline.org/link/summary/51-9071.00
5,23-1023.00,"Judges, Magistrate Judges, and Magistrates",Y,https://www.onetonline.org/link/summary/23-1023.00
5,23-1012.00,Judicial Law Clerks,Y,https://www.onetonline.org/link/summary/23-1012.00
4,25-2012.00,"Kindergarten Teachers, Except Special Education",Y,https://www.onetonline.org/link/summary/25-2012.00
4,13-1075.00,Labor Relations Specialists,Y,https://www.onetonline.org/link/summary/13-1075.00
2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Y,https://www.onetonline.org/link/summary/53-7062.00
4,17-1012.00,Landscape Architects,Y,https://www.onetonline.org/link/summary/17-1012.00
1,37-3011.00,Landscaping and Groundskeeping Workers,Y,https://www.onetonline.org/link/summary/37-3011.00
2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4034.00
1,51-6011.00,Laundry and Dry-Cleaning Workers,Y,https://www.onetonline.org/link/summary/51-6011.00
5,25-1112.00,"Law Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1112.00
5,23-1011.00,Lawyers,Y,https://www.onetonline.org/link/summary/23-1011.00
2,51-4192.00,"Layout Workers, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4192.00
3,43-6012.00,Legal Secretaries and Administrative Assistants,Y,https://www.onetonline.org/link/summary/43-6012.00
n/a,23-2099.00,"Legal Support Workers, All Other",,https://www.onetonline.org/link/summary/23-2099.00
4,11-1031.00,Legislators,Y,https://www.onetonline.org/link/summary/11-1031.00
5,25-4022.00,Librarians and Media Collections Specialists,Y,https://www.onetonline.org/link/summary/25-4022.00
2,43-4121.00,"Library Assistants, Clerical",Y,https://www.onetonline.org/link/summary/43-4121.00
5,25-1082.00,"Library Science Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1082.00
3,25-4031.00,Library Technicians,Y,https://www.onetonline.org/link/summary/25-4031.00
3,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Y,https://www.onetonline.org/link/summary/29-2061.00
n/a,19-1099.00,"Life Scientists, All Other",,https://www.onetonline.org/link/summary/19-1099.00
n/a,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",,https://www.onetonline.org/link/summary/19-4099.00
2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Y,https://www.onetonline.org/link/summary/33-9092.00
2,53-3033.00,Light Truck Drivers,Y,https://www.onetonline.org/link/summary/53-3033.00
3,27-4015.00,Lighting Technicians,Y,https://www.onetonline.org/link/summary/27-4015.00
2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Y,https://www.onetonline.org/link/summary/47-5044.00
3,43-4131.00,Loan Interviewers and Clerks,Y,https://www.onetonline.org/link/summary/43-4131.00
4,13-2072.00,Loan Officers,Y,https://www.onetonline.org/link/summary/13-2072.00
